student_id,age,gender,country,device_type,internet_speed_mbps,study_hours_weekly,login_frequency_weekly,avg_session_duration_min,video_watch_time_min,assignments_submitted,forum_posts,quiz_attempts,avg_quiz_score,attendance_rate,engagement_score,final_grade,dropout
44240,34,Female,India,Tablet,48.43,7.01,12,21.9910374200987,530.080567936425,5,3,6,60.61,0.57,6.953402839682125,27.384829477655433,1
44241,19,Male,India,Tablet,65.64,8.3,1,68.20287911191802,297.11449290707463,3,4,4,46.07,0.8,5.375572464535373,24.515694477681414,0
44242,25,Male,UK,Mobile,57.31,4.62,5,27.642805891223873,399.80158801294584,4,3,2,89.52,0.72,4.585007940064729,40.7458021295984,0
44243,31,Female,Canada,Tablet,51.88,7.46,8,38.965830996496074,356.5255649252948,6,12,1,52.16,0.4,5.420627824626474,35.559410331106946,1
44244,23,Male,Germany,Mobile,56.67,5.2,8,48.16782540579392,201.91446114311645,6,5,5,50.56,0.4,4.769572305715583,31.51711685606083,1
44245,26,Male,Australia,Laptop,23.71,5.61,10,48.83442647584367,268.59706609606945,4,14,2,43.27,0.86,4.225985330480348,17.855995965194722,0
44246,18,Male,Canada,Mobile,44.79,14.29,5,52.37685189664007,247.87537753270624,7,11,2,73.25,0.47,7.326376887663532,35.345165073845926,1
44247,22,Female,Australia,Mobile,31.34,6.68,12,27.015649656449355,297.5573268923594,8,0,5,61.03,0.97,6.091786634461798,27.383778165756567,0
44248,24,Male,Australia,Tablet,57.13,1.22,13,38.21929424086289,454.0910903450899,2,9,4,60.44,0.59,3.83645545172545,23.84034541126006,1
44249,26,Female,Australia,Tablet,43.26,12.66,7,25.713671995517334,284.07221566237894,2,14,1,74.84,0.81,5.818361078311895,42.35684683074503,0
44250,31,Male,Germany,Laptop,46.2,12.76,2,50.7008675451461,477.1538516501404,9,2,2,45.64,0.73,8.413769258250703,29.001008037601736,0
44251,44,Female,India,Laptop,53.7,11.17,4,49.045775850449985,241.0244074174028,3,5,7,66.03,0.6,6.556122037087015,33.59694366337184,0
44252,26,Male,India,Tablet,86.26,11.59,3,17.161618382540787,299.4315267851996,0,5,5,76.33,0.75,5.974157633925998,35.178777003763045,0
44253,21,Male,Canada,Laptop,39.8,13.8,12,37.922169916163796,162.24773321336352,6,11,3,67.8,0.58,6.751238666066818,37.270513410047386,1
44254,46,Female,Canada,Mobile,42.69,16.54,6,35.875481116941216,165.42648274178737,5,13,1,66.73,0.95,6.989132413708937,41.236232290023004,0
44255,37,Female,Germany,Laptop,34.04,14.32,8,24.613015329083588,93.26762169121184,0,11,2,73.68,0.92,5.16233810845606,44.46030021668842,0
44256,32,Female,UK,Tablet,34.67,13.54,8,37.82663418781425,110.39558081194491,3,5,3,93.44,0.77,5.813977904059724,43.35179258220181,0
44257,21,Female,India,Laptop,44.78,5.63,13,69.7472844433777,430.52728168618074,1,6,7,49.4,0.45,5.441636408430904,20.755080362569274,1
44258,20,Female,Germany,Tablet,62.89,14.61,5,42.804050649585214,498.8114310535979,1,11,2,41.83,0.61,7.47705715526799,24.719922346385744,0
44259,41,Female,USA,Laptop,41.45,12.5,1,55.266228966271434,272.72329792364945,8,7,5,70.1,0.79,7.713616489618246,44.18113446857198,0
44260,38,Female,Australia,Mobile,33.86,15.44,13,27.352684454534547,264.5622332436916,0,4,1,57.73,0.92,6.154811166218457,23.370265033588886,0
44261,40,Female,Canada,Laptop,44.3,7.7,3,36.8156859917775,431.7790450660717,6,0,5,97.91,0.59,6.668895225330359,46.710466316203274,1
44262,43,Male,India,Tablet,56.98,7.62,1,50.315374775948854,493.7255652694381,0,0,5,67.89,0.55,5.754627826347191,37.03306012650993,1
44263,39,Female,UK,Laptop,47.62,7.2,9,35.802663956341576,161.57577685944014,8,11,2,66.41,0.73,4.9678788842972015,29.22437063922372,0
44264,31,Female,UK,Tablet,58.65,18.88,11,35.10391448758693,219.56336290423107,0,6,5,47.95,0.9,7.761816814521155,16.272772526073467,0
44265,26,Female,USA,Mobile,42.24,14.25,8,91.87253810178805,256.2601144184723,5,7,4,57.77,0.56,7.356300572092361,24.58774873104747,1
44266,47,Male,Canada,Tablet,65.99,15.11,6,27.261171416697287,446.62237035016983,7,2,6,55.58,0.95,9.366111851750848,36.20211333421669,0
44267,36,Female,Canada,Tablet,60.06,4.72,5,23.534247205139675,344.45301999036536,9,8,5,38.98,0.59,5.938265099951827,21.348852002145843,1
44268,23,Male,Germany,Tablet,52.26,11.86,12,46.70885430255301,356.1247080671626,4,3,3,66.62,1.0,6.738623540335812,36.037705482723815,0
44269,20,Male,USA,Laptop,37.15,14.44,7,44.891306888214025,320.42377410070816,5,2,1,80.82,0.44,7.134118870503541,45.760143298923666,1
44270,35,Male,Australia,Laptop,38.71,16.64,5,16.52019216024397,281.17408512650485,0,0,6,61.94,0.69,7.597870425632524,25.061810532665177,0
44271,33,Male,UK,Laptop,26.05,8.74,13,29.50241092920143,221.9480624927492,8,5,5,66.58,0.75,6.3317403124637455,45.99414183912022,0
44272,20,Male,UK,Laptop,65.01,13.34,11,27.520924878155213,148.2501316691372,8,5,1,87.63,0.69,6.543250658345687,45.07591202769627,0
44273,19,Male,USA,Tablet,62.06,7.05,12,45.33384676325267,278.68467334555373,8,11,6,69.86,0.58,6.3084233667277685,33.33530865797005,1
44274,19,Male,USA,Mobile,22.05,17.49,8,63.53498847613312,118.26336055658811,6,5,7,85.15,0.85,8.43831680278294,53.59875166560602,0
44275,43,Male,UK,Mobile,42.12,9.45,7,29.17455287510242,276.4871826748759,7,0,3,96.61,0.73,6.217435913374379,56.165829941022615,0
44276,44,Female,USA,Mobile,42.15,14.1,11,30.191860748828383,541.6683172492906,2,8,2,62.74,0.95,7.738341586246452,41.2895568325338,0
44277,40,Male,USA,Laptop,55.24,6.76,13,21.232423199594024,380.8384884539971,3,1,7,54.55,0.51,5.9321924422699865,28.26170828049574,1
44278,27,Male,Canada,Laptop,59.11,14.99,5,57.592790521866746,226.24853221971495,9,14,6,79.53,0.49,8.628242661098575,42.448780720625976,1
44279,49,Female,USA,Mobile,49.58,11.07,2,34.36497881140849,116.1394781716377,6,1,7,68.48,0.59,6.501697390858189,26.56252794067745,1
44280,32,Female,UK,Tablet,57.77,11.07,7,26.459895030110026,77.47089375287342,5,1,1,74.9,0.83,4.908354468764368,36.20342025339285,0
44281,20,Female,India,Laptop,53.47,18.43,10,64.74294545027043,265.79547336342205,0,14,1,68.71,0.65,7.05797736681711,42.015334318219544,0
44282,25,Female,UK,Laptop,31.29,12.44,1,30.41213139739132,534.4044938412471,2,12,1,67.58,0.89,7.0040224692062365,35.54319900724916,0
44283,46,Female,Australia,Mobile,62.61,7.93,1,46.05069682859655,228.60290420096365,7,1,3,85.07,0.93,5.522014521004818,48.57738645365418,0
44284,49,Female,Australia,Laptop,55.51,10.14,11,25.14127176625216,322.90476971039277,9,10,6,62.42,0.52,7.656523848551965,30.24826035213362,1
44285,35,Female,Canada,Mobile,37.08,10.73,9,54.6613203873567,143.927145555693,9,3,6,68.22,0.81,6.938635727778465,34.61677229543308,0
44286,44,Female,USA,Mobile,43.44,7.19,13,19.56580450534912,322.138985317624,3,6,1,47.65,0.64,4.56769492658812,33.27343084313467,0
44287,28,Female,UK,Mobile,32.25,1.16,12,30.17481504325156,194.24720696412078,0,12,3,45.39,0.68,1.919236034820604,27.42053196603466,0
44288,24,Male,Australia,Mobile,69.64,5.85,8,62.099750128746436,156.51734569993488,1,8,7,60.17,0.77,4.137586728499675,30.901358982452948,0
44289,36,Female,Germany,Laptop,52.33,6.97,8,51.63693038985256,138.0500546273762,0,14,4,83.19,0.42,3.581250273136881,46.153735277985795,1
44290,42,Male,India,Laptop,56.88,7.71,13,63.213349812030884,317.83640370149334,9,2,5,85.7,0.83,6.702182018507466,36.77724088925496,0
44291,24,Female,UK,Tablet,10.0,11.23,10,29.66071703920582,286.00108437028604,6,0,2,77.02,0.43,6.399005421851431,46.73239173500801,1
44292,48,Female,USA,Mobile,64.0,4.05,1,53.23991118769945,233.77948709619233,2,10,5,87.09,0.45,3.7838974354809616,44.84331899055697,1
44293,42,Male,Canada,Laptop,42.69,20.06,11,45.00366951113103,447.7261408737969,0,10,4,79.1,0.7,9.056630704368985,44.814505639236316,0
44294,19,Male,India,Laptop,34.16,11.13,7,74.7748195455686,203.90788718323597,2,3,5,82.87,0.72,5.75853943591618,53.460115482424115,0
44295,23,Female,Australia,Tablet,62.46,9.9,9,39.61977337528986,41.14089831657617,3,8,7,73.12,0.87,5.175704491582882,30.82480452358807,0
44296,22,Male,Australia,Laptop,50.82,11.64,5,30.901831569729005,163.10041476675002,5,6,4,52.04,0.66,6.10750207383375,28.56177187963962,0
44297,31,Male,Germany,Mobile,23.79,7.36,7,53.02690082608517,218.43365305696904,7,2,6,74.8,0.81,5.9001682652848455,33.354017196829524,0
44298,35,Male,Germany,Mobile,13.04,14.23,1,44.92347441083443,437.09847487130946,6,10,2,72.27,0.84,8.054492374356547,45.98078620371753,0
44299,21,Female,USA,Mobile,21.03,11.84,7,47.78766108065162,434.37188753193124,0,0,1,75.71,0.86,5.923859437659656,44.93389699399776,0
44300,21,Male,Germany,Laptop,54.63,8.68,2,28.476465757907405,364.8901299129294,0,14,4,59.9,0.55,5.228450649564647,30.252154647686645,1
44301,41,Male,India,Laptop,14.54,7.62,14,28.940700930773104,128.6948214621436,9,1,3,75.21,0.66,5.329474107310718,40.59791519747428,0
44302,30,Male,Australia,Mobile,50.1,13.42,7,36.62555568199117,364.4420199736293,4,2,6,61.05,0.42,7.848210099868146,30.681863394521663,1
44303,40,Female,Germany,Mobile,56.33,12.35,6,29.053649844108904,221.8577385205257,4,12,3,96.45,0.68,6.2142886926026275,45.98329760236854,0
44304,46,Female,USA,Mobile,56.0,15.99,2,58.829069538123406,235.11958462422746,6,10,6,82.93,0.9,8.372597923121138,41.362148741118645,0
44305,38,Male,Australia,Mobile,69.93,22.45,9,48.584697059323844,367.14878210907546,8,12,5,98.34,0.46,11.170743910545376,52.244423181506626,0
44306,42,Male,Germany,Laptop,81.7,13.2,5,35.59689921821137,311.3630481106426,7,11,3,68.6,0.42,7.516815240553212,45.48930250952135,1
44307,18,Male,Canada,Mobile,63.88,7.03,5,21.48952471003777,265.8072181514811,0,1,3,83.99,0.9,4.038036090757405,43.828967913728235,0
44308,37,Female,Australia,Laptop,81.75,15.28,11,32.57711288350122,318.37477281877176,0,1,4,73.3,0.87,6.975873864093858,43.067301876968564,0
44309,22,Male,India,Tablet,55.45,-1.34,12,43.0077787238952,203.6371271286822,9,2,6,52.6,0.44,3.616185635643411,21.381505067959896,1
44310,41,Male,Australia,Mobile,42.85,14.4,2,29.586921384445446,236.95493700367362,1,1,5,60.45,0.81,6.704774685018369,19.26936713785532,0
44311,20,Male,Australia,Laptop,72.44,12.99,9,22.251665592194314,382.95171652989563,4,13,5,44.42,0.98,7.611758582649478,22.098991057901483,0
44312,47,Male,USA,Tablet,50.42,13.92,6,38.84821149970837,217.01023775176566,7,6,6,88.21,0.66,7.861051188758829,43.50996009049089,0
44313,45,Male,USA,Laptop,27.0,10.3,6,9.248882603404645,192.23330804550122,4,3,7,71.69,0.52,6.251166540227507,41.23392381301076,1
44314,38,Male,Canada,Tablet,77.79,-1.6,4,36.720576438232115,279.3400582789533,5,10,1,71.31,0.52,2.1167002913947663,34.43241293844169,1
44315,36,Female,USA,Mobile,63.71,10.75,6,57.93843976146665,102.05343832207038,6,8,6,69.45,0.5,6.135267191610352,33.12279573978668,1
44316,30,Female,UK,Tablet,84.03,15.29,10,74.80548707245808,330.5196546085106,6,0,5,49.42,0.96,8.439598273042552,33.499495149783975,0
44317,24,Female,USA,Tablet,74.26,12.27,7,19.139592677546148,452.4405391190466,4,2,6,75.1,0.85,7.943202695595232,39.58686533865356,0
44318,27,Male,Australia,Tablet,46.97,10.42,7,42.3752813094852,415.36650948556996,7,12,6,78.0,0.61,7.80283254742785,32.00809135011049,0
44319,20,Female,Australia,Mobile,46.61,10.47,11,66.36875439826035,376.52226356260394,0,2,3,53.81,0.59,5.623611317813019,21.193876651002483,1
44320,40,Female,Germany,Laptop,68.38,5.29,1,56.20337461997407,276.00813045188,8,12,2,62.47,0.98,4.967040652259401,34.72273768981975,0
44321,47,Male,USA,Laptop,47.98,5.89,13,41.61200910973265,149.09841633818803,6,9,7,64.35,0.87,5.112492081690941,30.818752531134002,0
44322,19,Male,India,Mobile,59.67,8.6,7,52.29451876977209,438.08266799620014,6,4,3,59.55,0.96,6.570413339981,27.58162078371447,0
44323,24,Male,USA,Mobile,33.83,8.38,4,19.71933113688675,154.0639842646942,8,3,3,30.12,0.83,5.484319921323472,28.199537676300466,0
44324,26,Male,India,Mobile,46.61,10.35,5,69.4444226985613,520.535546743997,8,4,6,100.09,0.71,8.507677733719984,52.11834657219834,0
44325,45,Female,Australia,Mobile,29.52,5.1,4,1.9360492688783708,279.5648155776256,9,7,3,69.77,0.94,5.327824077888128,41.2265711663501,0
44326,38,Male,Canada,Mobile,51.34,13.7,4,53.848693881120745,312.8960424024906,3,7,4,69.63,0.62,7.074480212012452,38.60910808875863,0
44327,29,Female,UK,Mobile,55.85,11.62,10,64.93679317166387,423.76033876492636,1,3,7,53.12,0.49,7.204801693824632,16.16788779363204,1
44328,39,Male,Germany,Mobile,61.23,5.67,11,54.88923714906652,144.57370655237295,6,0,1,85.32,0.63,3.823868532761865,42.432965119826314,0
44329,46,Male,UK,Laptop,50.09,6.11,14,20.19817117212844,515.5546137612927,1,11,2,54.5,0.78,5.010773068806464,31.852320745125994,0
44330,27,Female,UK,Tablet,59.55,3.61,2,28.175757207215714,232.2527154484418,0,5,5,65.44,0.68,3.244263577242209,26.648002824539745,0
44331,44,Female,Canada,Tablet,63.61,7.55,6,42.81520272749338,303.5613868465346,8,11,6,56.02,0.57,6.582806934232672,32.76065956844473,1
44332,36,Female,USA,Mobile,10.07,11.37,8,43.972984053570336,517.8728802864298,4,7,4,49.78,0.58,7.600364401432148,25.123660792356752,1
44333,30,Female,Australia,Tablet,23.24,11.9,2,11.738082947375506,310.86222009400905,4,8,5,59.93,0.77,6.924311100470045,32.60165145783922,0
44334,27,Female,UK,Mobile,61.73,10.33,6,8.356148720957975,136.50823148639654,5,10,1,67.61,0.53,4.981541157431983,36.09116051786619,1
44335,22,Male,Germany,Tablet,42.81,11.64,13,41.640440462226024,594.4631280603834,1,7,1,80.69,0.82,6.864315640301918,38.5090363688122,0
44336,46,Male,India,Tablet,46.19,11.38,10,30.418880648915227,453.50113656825295,4,5,7,50.95,0.57,7.881505682841265,29.748381510055207,1
44337,49,Female,Australia,Tablet,51.75,5.15,1,49.619827738649875,401.0669792787119,4,7,1,61.92,0.62,4.55033489639356,36.07473563390585,0
44338,32,Male,Australia,Tablet,62.85,8.96,1,45.29919654057992,268.6078034948326,5,3,7,38.95,0.78,6.431039017474164,21.776829194598623,0
44339,38,Male,Canada,Laptop,51.28,19.04,11,46.55410249464171,382.1118833211247,2,10,7,82.78,0.63,9.422559416605624,51.38128940810394,0
44340,20,Male,Canada,Laptop,29.74,8.18,2,12.34964341544972,169.70721150211227,2,4,1,79.61,0.66,3.902536057510561,41.89305535404849,0
44341,25,Male,UK,Mobile,37.45,9.1,11,51.01730041021841,444.9560525182536,4,8,1,78.5,0.94,5.954780262591268,33.33281150378926,0
44342,23,Female,Australia,Tablet,68.79,9.46,1,34.702045968525184,349.34971253345134,1,10,1,85.48,0.76,4.984748562667257,42.3842494905939,0
44343,46,Male,Australia,Mobile,72.55,8.12,6,15.369560566870181,211.2169375262053,8,13,5,75.23,0.74,6.092084687631026,31.193709722168855,0
44344,36,Female,USA,Laptop,28.85,4.23,9,67.54090163819001,224.431652674723,2,14,7,48.88,0.48,4.191158263373615,24.730342533538728,1
44345,34,Female,UK,Mobile,29.67,14.67,11,38.18253961633363,223.3869637326662,0,0,7,56.72,0.74,6.917934818663332,40.233201707333166,0
44346,27,Female,India,Tablet,51.38,1.16,9,27.913966448216833,312.50675308402117,0,3,3,95.88,0.56,2.510533765420106,48.462055433651024,1
44347,18,Female,UK,Laptop,45.92,2.94,1,59.891509561942364,280.6832482908196,9,8,5,61.5,0.81,5.085416241454098,26.74512747610205,0
44348,30,Female,Australia,Laptop,73.46,4.45,11,60.08616060930575,209.26548351160537,6,5,5,85.05,0.53,4.581327417558027,51.634522859984294,1
44349,44,Female,USA,Tablet,59.59,4.11,9,30.739244939481424,353.7220652737207,0,6,3,81.39,0.89,3.6016103263686037,48.52708958990566,0
44350,27,Male,Canada,Laptop,43.75,15.31,1,32.40565387671333,299.7543938298078,4,10,1,66.39,0.67,7.091771969149039,32.736729550504705,0
44351,29,Male,Germany,Mobile,57.8,6.07,1,40.15474734465469,248.3925617497585,6,10,6,54.6,0.53,5.4629628087487925,30.167336022737587,1
44352,19,Female,Canada,Mobile,64.0,11.88,11,55.88631232457885,330.69804662521517,3,4,6,77.15,0.92,7.017490233126076,45.697253915000516,0
44353,27,Female,USA,Tablet,63.82,8.16,6,49.832418344781416,179.62146492286772,2,9,6,34.2,0.78,4.9461073246143386,12.232894582610843,0
44354,49,Female,Canada,Mobile,32.73,10.84,5,59.516171545175894,289.52707661203885,3,2,1,58.32,0.91,5.499635383060194,31.358116438159293,0
44355,38,Female,Australia,Laptop,66.51,8.03,1,61.961554397995236,222.47029932064794,8,0,5,59.28,0.77,6.121351496603239,28.124410963418935,0
44356,40,Female,UK,Mobile,64.65,9.3,4,39.31254479523605,423.22836876274135,6,8,1,73.43,0.7,6.306141843813707,35.98982630214719,0
44357,18,Female,UK,Mobile,28.86,15.49,14,18.788463834986455,306.22627603409853,3,6,3,95.94,0.43,7.378131380170492,44.6009825530017,1
44358,18,Male,UK,Mobile,76.33,9.26,10,37.39401654103837,273.0483322670079,4,8,3,79.73,0.91,5.54324166133504,42.64954715257815,0
44359,49,Male,UK,Laptop,62.91,12.58,8,52.58867407780412,440.7794952503865,0,6,1,66.2,0.53,6.177897476251933,38.82382771833652,1
44360,37,Male,USA,Tablet,32.32,10.07,11,31.038094974376527,352.87755557236284,0,3,6,81.09,0.5,5.985387777861814,46.47869983533914,1
44361,46,Male,India,Tablet,32.76,7.79,3,38.54768537564463,154.86398954033555,4,6,6,53.86,0.98,5.111319947701678,19.367184392710765,0
44362,43,Male,UK,Mobile,78.64,9.78,7,31.26139921125065,173.05521627068885,8,10,3,74.83,0.42,5.999276081353443,47.74815858216877,1
44363,32,Female,Canada,Tablet,41.04,7.35,9,36.271597675437675,106.65904356351433,2,13,1,104.17,0.41,3.338295217817571,59.48017022017418,1
44364,39,Male,USA,Tablet,54.67,10.52,7,22.995091912678618,452.98723972251685,1,1,7,77.56,0.53,7.020936198612584,42.559369373816224,1
44365,42,Female,Australia,Mobile,8.24,10.48,3,32.820286254613414,305.6857158878981,8,2,7,72.42,0.64,7.67242857943949,42.04664373268601,0
44366,18,Male,USA,Mobile,49.04,10.35,8,42.96407483469367,352.0690876323695,1,3,6,55.34,0.69,6.265345438161848,34.9507331717836,0
44367,44,Male,Germany,Mobile,62.78,4.53,6,15.47550710868661,281.5625537076716,1,2,2,88.1,0.53,3.366812768538358,47.83583421029472,1
44368,43,Female,UK,Laptop,50.51,10.42,6,35.892442994579596,448.4485133228637,7,8,1,51.75,0.62,6.968242566614319,29.37622203610567,0
44369,38,Female,Canada,Mobile,37.42,4.94,12,52.70405665261833,451.03184342577936,8,9,7,75.6,0.41,6.737159217128896,47.61696136541404,1
44370,26,Male,India,Tablet,55.39,14.96,3,27.08600531240216,454.7723080229116,0,13,2,75.96,0.83,7.1618615401145584,42.79603850477927,0
44371,41,Male,India,Tablet,39.49,7.81,2,52.34661467466029,330.11845645362916,2,6,5,67.46,0.81,5.393592282268146,27.200358456947257,0
44372,24,Female,Australia,Tablet,33.33,7.91,5,36.0234183162698,511.96484311634697,6,8,2,62.21,0.52,6.532824215581734,35.44540436188318,1
44373,33,Male,Canada,Mobile,41.4,10.9,13,41.3193156416543,168.29953924379205,4,3,2,64.51,0.68,5.31149769621896,33.32681738914929,0
44374,49,Female,USA,Tablet,69.01,10.82,11,19.201460355860018,249.7969198966193,3,11,5,45.03,0.86,6.094984599483096,16.33045811381934,0
44375,33,Male,Canada,Laptop,39.97,10.61,5,0.3527849798217346,364.68095486881367,8,1,1,60.75,0.63,6.806404774344068,31.521903794257092,0
44376,30,Female,Germany,Mobile,47.55,13.16,3,44.434599104202114,350.7202185876479,5,5,3,48.9,0.77,7.30160109293824,26.421715357144592,0
44377,27,Female,USA,Tablet,64.72,4.91,10,54.37317437798765,161.26814910822742,4,0,7,49.48,0.58,4.479340745541138,23.795517566835777,1
44378,49,Female,Australia,Mobile,22.46,8.91,4,57.156701125460614,365.8529173178147,2,10,2,57.54,0.54,5.302264586589074,30.338901037628744,1
44379,35,Male,Germany,Tablet,48.47,14.08,14,30.153391999091614,280.1441730339189,7,13,3,51.15,0.55,7.624720865169595,15.130120594035098,1
44380,26,Female,India,Laptop,48.81,7.44,6,42.25079298723216,292.2657077588663,5,9,5,64.41,0.66,5.693328538794332,34.75679799057338,0
44381,29,Male,Australia,Laptop,38.2,11.5,4,65.98666014575056,224.12815455899644,5,4,1,69.17,0.73,5.770640772794982,29.48592826026334,0
44382,46,Male,UK,Laptop,30.2,17.11,3,58.18621923246421,190.98355740195242,2,9,3,87.77,0.68,7.087917787009763,43.21566814265357,0
44383,49,Male,Germany,Tablet,34.61,6.95,2,44.993238179914314,286.52758456901125,3,3,5,75.06,0.58,5.117637922845056,40.90365260222275,1
44384,41,Female,Canada,Tablet,54.55,8.07,1,57.324325212023524,182.36253766139856,8,3,2,81.34,0.64,5.332812688306992,43.565687827755845,0
44385,30,Male,UK,Tablet,49.73,5.74,6,46.34663063209398,458.83497022758274,1,14,4,52.9,0.66,5.016174851137913,23.73143943718589,0
44386,28,Female,India,Laptop,48.72,11.77,9,28.929446874039186,239.02498056384408,0,12,4,81.2,0.61,5.52612490281922,44.9874859748887,0
44387,32,Female,Canada,Tablet,42.13,17.18,3,39.59494053579789,324.77500151403353,4,13,3,80.06,0.68,8.177875007570167,50.36718284682841,0
44388,27,Male,Germany,Tablet,62.74,7.73,1,52.862140785211764,292.63652671832546,4,14,4,113.36,0.89,5.382182633591627,54.39749271110898,0
44389,27,Female,Canada,Mobile,40.9,15.59,4,57.019857338304,221.25159914987637,2,1,4,48.65,0.91,6.983257995749382,23.612991622708275,0
44390,26,Female,UK,Laptop,53.24,12.67,8,22.654579825757008,307.7589324308272,9,9,5,99.69,0.88,8.139794662154134,49.81281705418438,0
44391,42,Female,Canada,Tablet,36.56,13.22,5,62.19152097849555,131.23585679035943,6,14,1,76.41,0.84,6.022179283951798,29.465605232047082,0
44392,42,Male,Germany,Tablet,65.05,8.66,6,57.746895491417604,541.219432825516,6,0,3,84.7,0.83,7.10409716412758,43.310141337177924,0
44393,20,Female,USA,Mobile,39.05,9.56,11,39.246047635734065,297.58961368882035,5,13,1,64.51,0.89,5.555948068444102,41.10268200205185,0
44394,40,Female,Australia,Laptop,41.13,12.98,13,40.173344614274235,305.47770902809606,6,0,4,53.8,0.92,7.421388545140481,25.74422052473892,0
44395,33,Male,India,Laptop,44.41,14.21,9,11.135352599985097,185.80711930971444,8,6,4,102.4,0.53,7.592035596548572,52.10061299362281,1
44396,29,Female,India,Laptop,63.37,18.49,12,54.72376403125114,238.5885707677555,8,1,6,39.21,0.71,9.539942853838777,26.40758916161813,0
44397,34,Female,UK,Mobile,46.44,10.72,11,25.66395642504543,416.06193317925187,3,5,4,56.83,0.51,6.696309665896259,32.07031610465542,1
44398,42,Female,Canada,Mobile,70.42,14.96,12,36.919272920375896,440.5256605044202,3,7,7,95.76,0.49,8.690628302522102,41.286418082799145,1
44399,47,Male,Canada,Laptop,55.1,8.27,3,11.423887039039712,250.61648083908764,7,8,7,62.44,0.83,6.534082404195439,44.16050006175875,0
44400,32,Female,Germany,Tablet,67.06,9.59,2,56.48789925688247,256.57651592832167,2,13,6,81.64,0.75,5.759882579641609,40.98350478949962,0
44401,42,Female,India,Mobile,64.38,10.0,12,33.14546346172111,126.94154836481016,6,7,5,84.1,0.46,5.834707741824051,46.17849013754641,1
44402,20,Male,India,Mobile,48.68,11.56,10,38.95068598351272,389.21552298724157,4,1,2,60.03,0.86,6.614077614936208,32.13337377027702,0
44403,22,Female,UK,Mobile,44.84,12.0,10,43.83116008520525,457.3584740712256,9,9,4,78.32,0.69,8.486792370356127,50.02757624426028,0
44404,45,Female,India,Mobile,58.91,8.97,1,32.044943485114956,332.2663864714987,0,12,1,69.09,0.67,4.552331932357494,36.6422904872039,0
44405,30,Female,Germany,Tablet,90.02,15.22,3,21.703286156704877,396.37914059382877,7,7,5,61.87,0.48,8.947895702969145,38.53216279919278,1
44406,41,Female,Germany,Tablet,56.45,10.94,9,41.21338881775444,385.05557023921097,6,7,6,75.47,0.49,7.607277851196055,46.96077307188223,1
44407,23,Male,Australia,Tablet,52.63,7.73,2,69.16378160017487,245.68308707375883,5,4,3,71.06,0.92,5.147415435368794,32.645918709939885,0
44408,43,Male,Australia,Laptop,56.81,6.15,13,16.881606094154307,485.477776364536,1,13,3,61.96,0.91,5.072388881822681,34.915836403270546,0
44409,43,Male,India,Mobile,29.82,8.02,14,3.138876314132496,282.23352059556225,0,9,2,64.76,0.47,4.217167602977812,30.911465199048866,1
44410,26,Female,UK,Tablet,53.56,9.07,8,25.27616400783483,233.9916816343385,6,3,3,80.27,0.55,5.690958408171692,45.68841509025413,1
44411,47,Female,Germany,Tablet,39.97,14.31,10,55.803692764971686,210.34362421156501,1,5,6,75.28,0.68,6.744718121057826,42.3353094314914,0
44412,46,Female,Australia,Mobile,35.59,11.13,3,29.218746861339966,235.0460401269179,7,14,4,59.37,0.78,6.7142302006345895,30.27755464458006,0
44413,36,Female,UK,Laptop,49.75,2.69,6,15.504315786397143,478.78957445426175,7,6,4,79.04,0.44,5.400947872271309,42.87305167355907,1
44414,45,Male,Canada,Tablet,49.4,7.08,3,44.28903807407917,353.57028054897813,1,12,6,76.44,0.62,5.291851402744891,41.63508153345401,0
44415,24,Male,India,Laptop,57.88,9.6,10,31.533647570658978,184.8006047389455,5,6,1,106.61,0.45,5.004003023694728,58.86438212025432,1
44416,30,Female,Canada,Laptop,59.23,4.91,7,79.39419248903306,519.3267303224409,3,10,2,83.3,0.96,5.069633651612206,42.44024917447125,0
44417,39,Male,Canada,Mobile,45.71,7.43,8,66.08612655336796,449.2737582637334,4,14,7,93.3,0.68,6.675368791318667,48.69306276813938,0
44418,49,Male,India,Mobile,39.74,11.68,1,38.88791255447655,393.29239162727515,7,1,4,74.41,0.93,7.670461958136376,42.057107739505845,0
44419,47,Male,Canada,Laptop,83.0,5.58,8,41.716923710828226,178.61820605352918,7,14,6,70.09,0.9,5.167091030267646,34.63484010541301,0
44420,48,Male,India,Laptop,51.94,14.36,9,41.53882021473705,212.60230658861207,4,9,1,48.0,0.5,6.37101153294306,19.48174540681274,1
44421,22,Male,Australia,Mobile,41.75,8.17,10,37.364734882245244,338.3586278808168,6,2,6,80.05,0.93,6.542793139404084,38.69158053276422,0
44422,33,Female,UK,Tablet,34.43,4.5,2,41.84393767182943,526.8755625800621,1,12,6,64.41,0.97,5.38437781290031,35.99277267584851,0
44423,21,Female,Canada,Laptop,53.24,3.38,2,24.78914268119317,114.51253117081907,0,9,2,53.68,0.45,1.9865626558540952,22.368072643195877,1
44424,22,Male,Canada,Mobile,60.78,15.42,9,25.11627366998983,564.0123006744716,4,1,3,50.31,0.77,8.846061503372358,34.35801992517533,0
44425,46,Male,Germany,Tablet,48.31,14.95,11,65.65472663075343,183.9366461040949,4,10,4,61.97,0.7,7.004683230520474,38.28082765992925,0
